ensembl_gene_id,gene_symbol,expressed_in_GSE261676,expressed_in_GSE123919,n_samples_expressed_GSE261676,n_samples_expressed_GSE123919,overlap_status
ENSMUSG00000020475,Pgam2,TRUE,TRUE,1,5,shared
ENSMUSG00000020476,Dbnl,TRUE,TRUE,4,8,shared
ENSMUSG00000020477,Mrps24,TRUE,TRUE,4,8,shared
ENSMUSG00000020482,Ccdc117,TRUE,TRUE,4,5,shared
ENSMUSG00000020483,Dynll2,TRUE,TRUE,4,8,shared
ENSMUSG00000020484,Xbp1,TRUE,TRUE,4,8,shared
ENSMUSG00000020485,Supt4a,TRUE,TRUE,4,5,shared
ENSMUSG00000020486,Septin4,TRUE,TRUE,4,8,shared
ENSMUSG00000020491,2810021J22Rik,TRUE,TRUE,4,4,shared
ENSMUSG00000020492,Ska2,TRUE,TRUE,4,5,shared
ENSMUSG00000020493,Prr11,TRUE,TRUE,4,1,shared
ENSMUSG00000020495,Smg8,TRUE,TRUE,4,5,shared
ENSMUSG00000020496,Rnf187,TRUE,TRUE,4,8,shared
ENSMUSG00000020513,Tubd1,TRUE,TRUE,4,5,shared
ENSMUSG00000020514,Mrpl22,TRUE,TRUE,4,7,shared
ENSMUSG00000020515,Cnot8,TRUE,TRUE,4,6,shared
ENSMUSG00000020516,Rps6kb1,TRUE,TRUE,4,5,shared
ENSMUSG00000020519,Sap30l,TRUE,TRUE,4,8,shared
ENSMUSG00000020520,Galnt10,TRUE,TRUE,4,6,shared
ENSMUSG00000020521,Rnft1,TRUE,TRUE,4,5,shared
ENSMUSG00000020522,Mfap3,TRUE,TRUE,4,6,shared
ENSMUSG00000020523,Fam114a2,TRUE,TRUE,4,5,shared
ENSMUSG00000020524,Gria1,TRUE,TRUE,4,6,shared
ENSMUSG00000020525,Ppm1d,TRUE,TRUE,4,6,shared
ENSMUSG00000020526,Znhit3,TRUE,TRUE,4,5,shared
ENSMUSG00000020527,Myo19,TRUE,TRUE,4,4,shared
ENSMUSG00000020528,Prpsap2,TRUE,TRUE,4,6,shared
ENSMUSG00000020530,Ggnbp2,TRUE,TRUE,4,7,shared
ENSMUSG00000020532,Acaca,TRUE,TRUE,4,7,shared
ENSMUSG00000020536,Llgl1,TRUE,TRUE,4,8,shared
ENSMUSG00000020537,Drg2,TRUE,TRUE,4,6,shared
ENSMUSG00000020538,Srebf1,TRUE,TRUE,4,8,shared
ENSMUSG00000020541,Tom1l1,TRUE,TRUE,4,5,shared
ENSMUSG00000020544,Cox11,TRUE,TRUE,4,5,shared
ENSMUSG00000020546,Stxbp4,TRUE,TRUE,4,5,shared
ENSMUSG00000020547,Bzw2,TRUE,TRUE,4,7,shared
ENSMUSG00000020549,Elac2,TRUE,TRUE,4,8,shared
ENSMUSG00000020553,Pctp,TRUE,TRUE,4,5,shared
ENSMUSG00000020561,Polr1f,TRUE,TRUE,4,5,shared
ENSMUSG00000020562,Efcab10,TRUE,TRUE,4,5,shared
ENSMUSG00000020564,Atxn7l1,TRUE,TRUE,4,5,shared
ENSMUSG00000020566,Atp6v1c2,TRUE,TRUE,4,1,shared
ENSMUSG00000020570,Sypl1,TRUE,TRUE,4,7,shared
ENSMUSG00000020571,Pdia6,TRUE,TRUE,4,8,shared
ENSMUSG00000020572,Nampt,TRUE,TRUE,4,6,shared
ENSMUSG00000020573,Pik3cg,TRUE,TRUE,1,1,shared
ENSMUSG00000020576,Nbas,TRUE,TRUE,4,8,shared
ENSMUSG00000020577,Tspan13,TRUE,TRUE,4,8,shared
ENSMUSG00000020580,Rock2,TRUE,TRUE,4,8,shared
ENSMUSG00000020585,Laptm4a,TRUE,TRUE,4,8,shared
ENSMUSG00000020589,Cyria,TRUE,TRUE,4,5,shared
ENSMUSG00000020590,Snx13,TRUE,TRUE,4,5,shared
ENSMUSG00000020591,Ntsr2,TRUE,TRUE,4,7,shared
ENSMUSG00000020592,Sdc1,TRUE,TRUE,4,8,shared
ENSMUSG00000020593,Lpin1,TRUE,TRUE,4,8,shared
ENSMUSG00000020594,Pum2,TRUE,TRUE,4,8,shared
ENSMUSG00000020598,Nrcam,TRUE,TRUE,4,8,shared
ENSMUSG00000020599,Rgs9,TRUE,TRUE,4,8,shared
ENSMUSG00000020601,Trib2,TRUE,TRUE,4,8,shared
ENSMUSG00000020604,Arsg,TRUE,TRUE,4,6,shared
ENSMUSG00000020605,Hs1bp3,TRUE,TRUE,4,5,shared
ENSMUSG00000020608,Smc6,TRUE,TRUE,4,6,shared
ENSMUSG00000020610,Amz2,TRUE,TRUE,4,6,shared
ENSMUSG00000020611,Gna13,TRUE,TRUE,4,8,shared
ENSMUSG00000020612,Prkar1a,TRUE,TRUE,4,8,shared
ENSMUSG00000020614,Fam20a,TRUE,TRUE,4,7,shared
ENSMUSG00000020620,Abca8b,TRUE,TRUE,4,7,shared
ENSMUSG00000020621,Rdh14,TRUE,TRUE,4,7,shared
ENSMUSG00000020623,Map2k6,TRUE,TRUE,4,6,shared
ENSMUSG00000020627,Klhl29,TRUE,TRUE,4,8,shared
ENSMUSG00000020628,Trappc12,TRUE,TRUE,4,8,shared
ENSMUSG00000020629,Adi1,TRUE,TRUE,4,5,shared
ENSMUSG00000020630,Rnaseh1,TRUE,TRUE,4,6,shared
ENSMUSG00000020633,Dcdc2c,TRUE,TRUE,4,3,shared
ENSMUSG00000020634,Ubxn2a,TRUE,TRUE,4,8,shared
ENSMUSG00000020635,Fkbp1b,TRUE,TRUE,4,8,shared
ENSMUSG00000020638,Cmpk2,TRUE,TRUE,4,8,shared
ENSMUSG00000020639,Pfn4,TRUE,TRUE,4,5,shared
ENSMUSG00000020640,Itsn2,TRUE,TRUE,4,8,shared
ENSMUSG00000020641,Rsad2,TRUE,TRUE,4,3,shared
ENSMUSG00000020642,Rnf144a,TRUE,TRUE,4,7,shared
ENSMUSG00000020644,Id2,TRUE,TRUE,4,6,shared
ENSMUSG00000020646,Mboat2,TRUE,TRUE,4,7,shared
ENSMUSG00000020647,Ncoa1,TRUE,TRUE,4,7,shared
ENSMUSG00000020648,Dus4l,TRUE,TRUE,4,5,shared
ENSMUSG00000020649,Rrm2,TRUE,TRUE,3,4,shared
ENSMUSG00000020650,Bcap29,TRUE,TRUE,4,5,shared
ENSMUSG00000020652,Cenpo,TRUE,TRUE,4,5,shared
ENSMUSG00000020653,Klf11,TRUE,TRUE,4,7,shared
ENSMUSG00000020654,Adcy3,TRUE,TRUE,4,8,shared
ENSMUSG00000020657,Dnajc27,TRUE,TRUE,4,8,shared
ENSMUSG00000020658,Efr3b,TRUE,TRUE,4,8,shared
ENSMUSG00000020659,Cbll1,TRUE,TRUE,4,5,shared
ENSMUSG00000020660,Pomc,TRUE,TRUE,4,3,shared
ENSMUSG00000020661,Dnmt3a,TRUE,TRUE,4,8,shared
ENSMUSG00000020664,Dld,TRUE,TRUE,4,7,shared
ENSMUSG00000020668,Kif3c,TRUE,TRUE,4,8,shared
ENSMUSG00000020669,Sh3yl1,TRUE,TRUE,4,6,shared
ENSMUSG00000020671,Rab10,TRUE,TRUE,4,8,shared
ENSMUSG00000020674,Pxdn,TRUE,TRUE,4,8,shared
ENSMUSG00000020676,Ccl11,TRUE,TRUE,4,4,shared
ENSMUSG00000020677,Ddx52,TRUE,TRUE,4,5,shared
ENSMUSG00000020680,Taf15,TRUE,TRUE,4,5,shared
ENSMUSG00000020681,Ace,TRUE,TRUE,4,6,shared
ENSMUSG00000020682,Mmp28,TRUE,TRUE,4,4,shared
ENSMUSG00000020684,Rasl10b,TRUE,TRUE,4,6,shared
ENSMUSG00000020687,Cdc27,TRUE,TRUE,4,7,shared
ENSMUSG00000020689,Itgb3,TRUE,TRUE,4,1,shared
ENSMUSG00000020691,Mettl2,TRUE,TRUE,4,7,shared
ENSMUSG00000020692,Nle1,TRUE,TRUE,4,6,shared
ENSMUSG00000020694,Tlk2,TRUE,TRUE,4,7,shared
ENSMUSG00000020695,Mrc2,TRUE,TRUE,4,7,shared
ENSMUSG00000020696,Rffl,TRUE,TRUE,4,7,shared
ENSMUSG00000020697,Lig3,TRUE,TRUE,4,7,shared
ENSMUSG00000020700,Map3k3,TRUE,TRUE,4,5,shared
ENSMUSG00000020701,Tmem132e,TRUE,TRUE,4,8,shared
ENSMUSG00000020702,Ccl1,TRUE,TRUE,4,1,shared
ENSMUSG00000020704,Asic2,TRUE,TRUE,4,8,shared
ENSMUSG00000020705,Ddx42,TRUE,TRUE,4,6,shared
ENSMUSG00000020706,Ftsj3,TRUE,TRUE,4,7,shared
ENSMUSG00000020707,Rnf135,TRUE,TRUE,4,4,shared
ENSMUSG00000020708,Psmc5,TRUE,TRUE,4,8,shared
ENSMUSG00000020709,Adap2,TRUE,TRUE,4,5,shared
ENSMUSG00000020715,Ern1,TRUE,TRUE,4,6,shared
ENSMUSG00000020716,Nf1,TRUE,TRUE,4,8,shared
ENSMUSG00000020717,Pecam1,TRUE,TRUE,4,6,shared
ENSMUSG00000020718,Polg2,TRUE,TRUE,4,5,shared
ENSMUSG00000020719,Ddx5,TRUE,TRUE,4,8,shared
ENSMUSG00000020720,Psmd12,TRUE,TRUE,4,8,shared
ENSMUSG00000020721,Helz,TRUE,TRUE,4,7,shared
ENSMUSG00000020723,Cacng4,TRUE,TRUE,4,6,shared
ENSMUSG00000020728,Cep112,TRUE,TRUE,4,5,shared
ENSMUSG00000020732,Rab37,TRUE,TRUE,4,5,shared
ENSMUSG00000020733,Nherf1,TRUE,TRUE,4,8,shared
ENSMUSG00000020736,Nt5c,TRUE,TRUE,4,8,shared
ENSMUSG00000020737,Jpt1,TRUE,TRUE,4,8,shared
ENSMUSG00000020738,Sumo2,TRUE,TRUE,4,5,shared
ENSMUSG00000020739,Nup85,TRUE,TRUE,4,5,shared
ENSMUSG00000020740,Gga3,TRUE,TRUE,4,8,shared
ENSMUSG00000020741,Cluh,TRUE,TRUE,4,8,shared
ENSMUSG00000020743,Mif4gd,TRUE,TRUE,4,5,shared
ENSMUSG00000020744,Slc25a19,TRUE,TRUE,4,6,shared
ENSMUSG00000020745,Pafah1b1,TRUE,TRUE,4,8,shared
ENSMUSG00000020747,Tmem94,TRUE,TRUE,4,7,shared
ENSMUSG00000020752,Recql5,TRUE,TRUE,4,6,shared
ENSMUSG00000020755,Sap30bp,TRUE,TRUE,4,8,shared
ENSMUSG00000020758,Itgb4,TRUE,TRUE,4,8,shared
ENSMUSG00000020766,Galk1,TRUE,TRUE,4,6,shared
ENSMUSG00000020770,Unk,TRUE,TRUE,4,6,shared
ENSMUSG00000020773,Trim47,TRUE,TRUE,4,7,shared
ENSMUSG00000020774,Aspa,TRUE,TRUE,4,5,shared
ENSMUSG00000020775,Mrpl38,TRUE,TRUE,4,6,shared
ENSMUSG00000020776,Fbf1,TRUE,TRUE,4,7,shared
ENSMUSG00000020777,Acox1,TRUE,TRUE,4,8,shared
ENSMUSG00000020778,Ten1,TRUE,TRUE,4,6,shared
ENSMUSG00000020780,Srp68,TRUE,TRUE,4,7,shared
ENSMUSG00000020781,Tsen54,TRUE,TRUE,4,6,shared
ENSMUSG00000020782,Llgl2,TRUE,TRUE,4,3,shared
ENSMUSG00000020783,Ncbp3,TRUE,TRUE,4,6,shared
ENSMUSG00000020785,Camkk1,TRUE,TRUE,4,5,shared
ENSMUSG00000020788,Atp2a3,TRUE,TRUE,4,6,shared
ENSMUSG00000020790,Ankfy1,TRUE,TRUE,4,7,shared
ENSMUSG00000020792,Exoc7,TRUE,TRUE,4,8,shared
ENSMUSG00000020794,Ube2g1,TRUE,TRUE,4,8,shared
ENSMUSG00000020801,Med31,TRUE,TRUE,4,5,shared
ENSMUSG00000020802,Ube2o,TRUE,TRUE,4,8,shared
ENSMUSG00000020803,Txndc17,TRUE,TRUE,4,7,shared
ENSMUSG00000020804,Aanat,TRUE,TRUE,3,2,shared
ENSMUSG00000020806,Rhbdf2,TRUE,TRUE,4,4,shared
ENSMUSG00000020807,4933427D14Rik,TRUE,TRUE,4,6,shared
ENSMUSG00000020810,Cygb,TRUE,TRUE,4,8,shared
ENSMUSG00000020811,Wscd1,TRUE,TRUE,4,7,shared
ENSMUSG00000020814,Mxra7,TRUE,TRUE,4,8,shared
ENSMUSG00000020817,Rabep1,TRUE,TRUE,4,8,shared
ENSMUSG00000020818,Mfsd11,TRUE,TRUE,4,8,shared
ENSMUSG00000020821,Kif1c,TRUE,TRUE,4,7,shared
ENSMUSG00000020823,Sec14l1,TRUE,TRUE,4,8,shared
ENSMUSG00000020827,Mink1,TRUE,TRUE,4,8,shared
ENSMUSG00000020828,Pld2,TRUE,TRUE,4,7,shared
ENSMUSG00000020829,Slc46a1,TRUE,TRUE,4,7,shared
ENSMUSG00000020831,Bacc1,TRUE,TRUE,4,5,shared
ENSMUSG00000020832,Eral1,TRUE,TRUE,4,8,shared
ENSMUSG00000020834,Dhrs13,TRUE,TRUE,4,6,shared
ENSMUSG00000020836,Coro6,TRUE,TRUE,4,8,shared
ENSMUSG00000020840,Blmh,TRUE,TRUE,4,8,shared
ENSMUSG00000020841,Cpd,TRUE,TRUE,4,8,shared
ENSMUSG00000020843,Timm22,TRUE,TRUE,4,8,shared
ENSMUSG00000020844,Nxn,TRUE,TRUE,4,8,shared
ENSMUSG00000020846,Rflnb,TRUE,TRUE,4,6,shared
ENSMUSG00000020848,Doc2b,TRUE,TRUE,1,4,shared
ENSMUSG00000020849,Ywhae,TRUE,TRUE,4,8,shared
ENSMUSG00000020850,Prpf8,TRUE,TRUE,4,8,shared
ENSMUSG00000020857,Nme2,TRUE,TRUE,4,8,shared
ENSMUSG00000020859,Spag9,TRUE,TRUE,4,7,shared
ENSMUSG00000020863,Luc7l3,TRUE,TRUE,4,8,shared
ENSMUSG00000020864,Ankrd40,TRUE,TRUE,4,7,shared
ENSMUSG00000020866,Cacna1g,TRUE,TRUE,2,4,shared
ENSMUSG00000020868,Xylt2,TRUE,TRUE,4,8,shared
ENSMUSG00000020869,Lrrc59,TRUE,TRUE,4,8,shared
ENSMUSG00000020870,Cdc34b,TRUE,TRUE,1,5,shared
ENSMUSG00000020873,Slc35b1,TRUE,TRUE,4,7,shared
ENSMUSG00000020875,Hoxb9,TRUE,TRUE,4,5,shared
ENSMUSG00000020876,Snx11,TRUE,TRUE,4,6,shared
ENSMUSG00000020877,Scrn2,TRUE,TRUE,4,6,shared
ENSMUSG00000020878,Lrrc46,TRUE,TRUE,4,3,shared
ENSMUSG00000020882,Cacnb1,TRUE,TRUE,4,8,shared
ENSMUSG00000020883,Fbxl20,TRUE,TRUE,4,6,shared
ENSMUSG00000020884,Asgr1,TRUE,TRUE,4,5,shared
ENSMUSG00000020886,Dlg4,TRUE,TRUE,4,6,shared
ENSMUSG00000020888,Dvl2,TRUE,TRUE,4,6,shared
ENSMUSG00000020889,Nr1d1,TRUE,TRUE,4,6,shared
ENSMUSG00000020893,Per1,TRUE,TRUE,4,8,shared
ENSMUSG00000020894,Vamp2,TRUE,TRUE,4,8,shared
ENSMUSG00000020895,Tmem107,TRUE,TRUE,4,5,shared
ENSMUSG00000020898,Ctc1,TRUE,TRUE,4,6,shared
ENSMUSG00000020899,Pfas,TRUE,TRUE,4,5,shared
ENSMUSG00000020900,Myh10,TRUE,TRUE,4,8,shared
ENSMUSG00000020901,Pik3r5,TRUE,TRUE,4,4,shared
ENSMUSG00000020902,Ntn1,TRUE,TRUE,4,8,shared
ENSMUSG00000020903,Stx8,TRUE,TRUE,4,6,shared
ENSMUSG00000020904,Cfap52,TRUE,TRUE,3,4,shared
ENSMUSG00000020910,Adprm,TRUE,TRUE,4,5,shared
ENSMUSG00000020911,Krt19,TRUE,TRUE,4,5,shared
ENSMUSG00000020914,Top2a,TRUE,TRUE,4,4,shared
ENSMUSG00000020917,Acly,TRUE,TRUE,4,8,shared
ENSMUSG00000020918,Kat2a,TRUE,TRUE,4,8,shared
ENSMUSG00000020919,Stat5b,TRUE,TRUE,4,7,shared
ENSMUSG00000020921,Tmem101,TRUE,TRUE,4,7,shared
ENSMUSG00000020922,Lsm12,TRUE,TRUE,4,5,shared
ENSMUSG00000020923,Ubtf,TRUE,TRUE,4,8,shared
ENSMUSG00000020925,Ccdc43,TRUE,TRUE,4,6,shared
ENSMUSG00000020926,Adam11,TRUE,TRUE,4,8,shared
ENSMUSG00000020928,Higd1b,TRUE,TRUE,4,4,shared
ENSMUSG00000020929,Eftud2,TRUE,TRUE,4,8,shared
ENSMUSG00000020930,Ccdc103,TRUE,TRUE,4,3,shared
ENSMUSG00000020932,Gfap,TRUE,TRUE,4,7,shared
ENSMUSG00000020935,Dcakd,TRUE,TRUE,4,7,shared
ENSMUSG00000020936,Nmt1,TRUE,TRUE,4,8,shared
ENSMUSG00000020937,Plcd3,TRUE,TRUE,4,6,shared
ENSMUSG00000020940,Efcab15,TRUE,TRUE,4,6,shared
ENSMUSG00000020941,Map3k14,TRUE,TRUE,4,3,shared
ENSMUSG00000020946,Gosr2,TRUE,TRUE,4,6,shared
ENSMUSG00000020948,Klhl28,TRUE,TRUE,4,6,shared
ENSMUSG00000020949,Fkbp3,TRUE,TRUE,4,8,shared
ENSMUSG00000020952,Scfd1,TRUE,TRUE,4,5,shared
ENSMUSG00000020954,Strn3,TRUE,TRUE,4,7,shared
ENSMUSG00000020955,Ap4s1,TRUE,TRUE,4,8,shared
ENSMUSG00000020956,Dtd2,TRUE,TRUE,4,6,shared
ENSMUSG00000020961,Ston2,TRUE,TRUE,4,7,shared
ENSMUSG00000020962,Gtf2a1,TRUE,TRUE,4,6,shared
ENSMUSG00000020963,Tshr,TRUE,TRUE,1,1,shared
ENSMUSG00000020964,Sel1l,TRUE,TRUE,4,8,shared
ENSMUSG00000020973,Dnaaf2,TRUE,TRUE,4,4,shared
ENSMUSG00000020978,Klhdc2,TRUE,TRUE,4,8,shared
ENSMUSG00000020982,Nemf,TRUE,TRUE,4,5,shared
ENSMUSG00000020986,Sec23a,TRUE,TRUE,4,8,shared
ENSMUSG00000020988,L2hgdh,TRUE,TRUE,4,5,shared
ENSMUSG00000020990,Cdkl1,TRUE,TRUE,4,5,shared
ENSMUSG00000020993,Trappc6b,TRUE,TRUE,4,7,shared
ENSMUSG00000020994,Pnn,TRUE,TRUE,4,7,shared
ENSMUSG00000021000,Mia2,TRUE,TRUE,4,7,shared
ENSMUSG00000021003,Galc,TRUE,TRUE,4,7,shared
ENSMUSG00000021007,Spata7,TRUE,TRUE,4,6,shared
ENSMUSG00000021009,Ptpn21,TRUE,TRUE,4,5,shared
ENSMUSG00000021010,Npas3,TRUE,TRUE,1,5,shared
ENSMUSG00000021012,Zc3h14,TRUE,TRUE,4,6,shared
ENSMUSG00000021013,Ttc8,TRUE,TRUE,4,6,shared
ENSMUSG00000021018,Polr2h,TRUE,TRUE,4,5,shared
ENSMUSG00000021022,Ppp2r3c,TRUE,TRUE,4,5,shared
ENSMUSG00000021023,Prorp,TRUE,TRUE,4,6,shared
ENSMUSG00000021024,Psma6,TRUE,TRUE,4,6,shared
ENSMUSG00000021025,Nfkbia,TRUE,TRUE,4,8,shared
ENSMUSG00000021027,Ralgapa1,TRUE,TRUE,4,8,shared
ENSMUSG00000021028,Mbip,TRUE,TRUE,4,5,shared
ENSMUSG00000021032,Ngb,TRUE,TRUE,4,5,shared
ENSMUSG00000021033,Gstz1,TRUE,TRUE,4,7,shared
ENSMUSG00000021036,Sptlc2,TRUE,TRUE,4,8,shared
ENSMUSG00000021037,Ahsa1,TRUE,TRUE,4,8,shared
ENSMUSG00000021038,Vipas39,TRUE,TRUE,4,7,shared
ENSMUSG00000021039,Snw1,TRUE,TRUE,4,8,shared
ENSMUSG00000021040,Slirp,TRUE,TRUE,4,6,shared
ENSMUSG00000021044,Adck1,TRUE,TRUE,4,7,shared
ENSMUSG00000021047,Nova1,TRUE,TRUE,4,6,shared
ENSMUSG00000021048,Mthfd1,TRUE,TRUE,4,8,shared
ENSMUSG00000021051,Ppp2r5e,TRUE,TRUE,4,8,shared
ENSMUSG00000021054,Sgpp1,TRUE,TRUE,4,8,shared
ENSMUSG00000021061,Sptb,TRUE,TRUE,4,7,shared
ENSMUSG00000021062,Rab15,TRUE,TRUE,4,8,shared
ENSMUSG00000021065,Fut8,TRUE,TRUE,4,6,shared
ENSMUSG00000021066,Atl1,TRUE,TRUE,4,8,shared
ENSMUSG00000021067,Sav1,TRUE,TRUE,4,5,shared
ENSMUSG00000021068,Nin,TRUE,TRUE,4,6,shared
ENSMUSG00000021069,Pygl,TRUE,TRUE,4,5,shared
ENSMUSG00000021070,Bdkrb2,TRUE,TRUE,4,1,shared
ENSMUSG00000021071,Trim9,TRUE,TRUE,4,8,shared
ENSMUSG00000021072,Tmx1,TRUE,TRUE,4,6,shared
ENSMUSG00000021076,Actr10,TRUE,TRUE,4,7,shared
ENSMUSG00000021079,Timm9,TRUE,TRUE,4,6,shared
ENSMUSG00000021087,Rtn1,TRUE,TRUE,4,8,shared
ENSMUSG00000021090,Lrrc9,TRUE,TRUE,3,1,shared
ENSMUSG00000021091,Serpina3n,TRUE,TRUE,4,8,shared
ENSMUSG00000021094,Dhrs7,TRUE,TRUE,4,6,shared
ENSMUSG00000021096,Ppm1a,TRUE,TRUE,4,8,shared
ENSMUSG00000021097,Clmn,TRUE,TRUE,4,5,shared
ENSMUSG00000021098,4930447C04Rik,TRUE,TRUE,4,5,shared
ENSMUSG00000021102,Glrx5,TRUE,TRUE,4,8,shared
ENSMUSG00000021103,Mnat1,TRUE,TRUE,4,7,shared
ENSMUSG00000021108,Prkch,TRUE,TRUE,4,5,shared
ENSMUSG00000021109,Hif1a,TRUE,TRUE,4,8,shared
ENSMUSG00000021111,Papola,TRUE,TRUE,4,7,shared
ENSMUSG00000021112,Pals1,TRUE,TRUE,4,7,shared
ENSMUSG00000021113,Snapc1,TRUE,TRUE,4,7,shared
ENSMUSG00000021114,Atp6v1d,TRUE,TRUE,4,5,shared
ENSMUSG00000021115,Vrk1,TRUE,TRUE,4,7,shared
ENSMUSG00000021116,Eif2s1,TRUE,TRUE,4,7,shared
ENSMUSG00000021118,Plek2,TRUE,TRUE,4,3,shared
ENSMUSG00000021120,Pigh,TRUE,TRUE,4,6,shared
ENSMUSG00000021123,Rdh12,TRUE,TRUE,4,2,shared
ENSMUSG00000021124,Vti1b,TRUE,TRUE,4,8,shared
ENSMUSG00000021125,Arg2,TRUE,TRUE,4,1,shared
ENSMUSG00000021127,Zfp36l1,TRUE,TRUE,4,7,shared
ENSMUSG00000021130,Galnt16,TRUE,TRUE,4,8,shared
ENSMUSG00000021131,Erh,TRUE,TRUE,4,6,shared
ENSMUSG00000021133,Susd6,TRUE,TRUE,4,7,shared
ENSMUSG00000021134,Srsf5,TRUE,TRUE,4,8,shared
ENSMUSG00000021136,Smoc1,TRUE,TRUE,4,6,shared
ENSMUSG00000021139,S2bpcox16,TRUE,TRUE,4,5,shared
ENSMUSG00000021140,Pcnx1,TRUE,TRUE,4,8,shared
ENSMUSG00000021143,Pacs2,TRUE,TRUE,4,8,shared
ENSMUSG00000021144,Mta1,TRUE,TRUE,4,6,shared
ENSMUSG00000021147,Wdr37,TRUE,TRUE,4,5,shared
ENSMUSG00000021149,Gtpbp4,TRUE,TRUE,4,6,shared
ENSMUSG00000021156,Zmynd11,TRUE,TRUE,4,7,shared
ENSMUSG00000021171,Esyt2,TRUE,TRUE,4,8,shared
ENSMUSG00000021175,Cdca7l,TRUE,TRUE,1,3,shared
ENSMUSG00000021177,Tdp1,TRUE,TRUE,4,5,shared
ENSMUSG00000021178,Psmc1,TRUE,TRUE,4,8,shared
ENSMUSG00000021179,Nrde2,TRUE,TRUE,4,6,shared
ENSMUSG00000021180,Rps6ka5,TRUE,TRUE,4,7,shared
ENSMUSG00000021185,Dglucy,TRUE,TRUE,4,5,shared
ENSMUSG00000021186,Fbln5,TRUE,TRUE,4,8,shared
ENSMUSG00000021188,Trip11,TRUE,TRUE,4,7,shared
ENSMUSG00000021189,Atxn3,TRUE,TRUE,4,5,shared
ENSMUSG00000021190,Lgmn,TRUE,TRUE,4,8,shared
ENSMUSG00000021192,Golga5,TRUE,TRUE,4,8,shared
ENSMUSG00000021193,Pitrm1,TRUE,TRUE,4,7,shared
ENSMUSG00000021194,Chga,TRUE,TRUE,4,8,shared
ENSMUSG00000021196,Pfkp,TRUE,TRUE,4,8,shared
ENSMUSG00000021198,Unc79,TRUE,TRUE,4,6,shared
ENSMUSG00000021200,Asb2,TRUE,TRUE,4,4,shared
ENSMUSG00000021203,Otub2,TRUE,TRUE,4,7,shared
ENSMUSG00000021209,Ppp4r4,TRUE,TRUE,4,7,shared
ENSMUSG00000021213,Akr1c13,TRUE,TRUE,2,3,shared
ENSMUSG00000021215,Net1,TRUE,TRUE,4,5,shared
ENSMUSG00000021217,Tshz3,TRUE,TRUE,4,7,shared
ENSMUSG00000021218,Gdi2,TRUE,TRUE,4,8,shared
ENSMUSG00000021219,Rgs6,TRUE,TRUE,4,5,shared
ENSMUSG00000021221,Dpf3,TRUE,TRUE,4,5,shared
ENSMUSG00000021222,Dcaf4,TRUE,TRUE,4,6,shared
ENSMUSG00000021223,Papln,TRUE,TRUE,4,1,shared
ENSMUSG00000021224,Numb,TRUE,TRUE,4,8,shared
ENSMUSG00000021226,Acot2,TRUE,TRUE,4,7,shared
ENSMUSG00000021234,Fam161b,TRUE,TRUE,4,6,shared
ENSMUSG00000021235,Coq6,TRUE,TRUE,4,7,shared
ENSMUSG00000021236,Entpd5,TRUE,TRUE,4,6,shared
ENSMUSG00000021238,Aldh6a1,TRUE,TRUE,4,8,shared
ENSMUSG00000021240,Abcd4,TRUE,TRUE,4,7,shared
ENSMUSG00000021241,Isca2,TRUE,TRUE,4,6,shared
ENSMUSG00000021242,Npc2,TRUE,TRUE,4,8,shared
ENSMUSG00000021243,Fcf1,TRUE,TRUE,4,5,shared
ENSMUSG00000021244,Ylpm1,TRUE,TRUE,4,8,shared
ENSMUSG00000021245,Mlh3,TRUE,TRUE,4,6,shared
ENSMUSG00000021248,Tmed10,TRUE,TRUE,4,8,shared
ENSMUSG00000021250,Fos,TRUE,TRUE,4,7,shared
ENSMUSG00000021252,Erg28,TRUE,TRUE,4,6,shared
ENSMUSG00000021253,Tgfb3,TRUE,TRUE,4,6,shared
ENSMUSG00000021254,Gpatch2l,TRUE,TRUE,4,5,shared
ENSMUSG00000021255,Esrrb,TRUE,TRUE,4,5,shared
ENSMUSG00000021256,Vash1,TRUE,TRUE,4,8,shared
ENSMUSG00000021257,Angel1,TRUE,TRUE,4,8,shared
ENSMUSG00000021258,Ccnk,TRUE,TRUE,4,5,shared
ENSMUSG00000021259,Cyp46a1,TRUE,TRUE,4,6,shared
ENSMUSG00000021260,Hhipl1,TRUE,TRUE,4,6,shared
ENSMUSG00000021262,Evl,TRUE,TRUE,4,8,shared
ENSMUSG00000021263,Degs2,TRUE,TRUE,4,4,shared
ENSMUSG00000021264,Yy1,TRUE,TRUE,4,8,shared
ENSMUSG00000021265,Slc25a29,TRUE,TRUE,4,6,shared
ENSMUSG00000021266,Wars1,TRUE,TRUE,4,8,shared
ENSMUSG00000021270,Hsp90aa1,TRUE,TRUE,4,8,shared
ENSMUSG00000021271,Zfp839,TRUE,TRUE,4,6,shared
ENSMUSG00000021273,Fdft1,TRUE,TRUE,4,8,shared
ENSMUSG00000021275,Tecpr2,TRUE,TRUE,4,7,shared
ENSMUSG00000021276,Cinp,TRUE,TRUE,4,7,shared
ENSMUSG00000021277,Traf3,TRUE,TRUE,4,7,shared
ENSMUSG00000021279,Cdc42bpb,TRUE,TRUE,4,8,shared
ENSMUSG00000021280,Exoc3l4,TRUE,TRUE,4,6,shared
ENSMUSG00000021281,Tnfaip2,TRUE,TRUE,3,4,shared
