ensembl_gene_id,gene_symbol,expressed_in_GSE261676,expressed_in_GSE123919,n_samples_expressed_GSE261676,n_samples_expressed_GSE123919,overlap_status
ENSMUSG00000035226,Rims4,TRUE,TRUE,4,5,shared
ENSMUSG00000035227,Spcs2,TRUE,TRUE,4,7,shared
ENSMUSG00000035228,Ccdc106,TRUE,TRUE,4,5,shared
ENSMUSG00000035232,Pdk3,TRUE,TRUE,4,5,shared
ENSMUSG00000035234,Abraxas1,TRUE,TRUE,4,5,shared
ENSMUSG00000035235,Trim13,TRUE,TRUE,4,6,shared
ENSMUSG00000035236,Scai,TRUE,TRUE,4,6,shared
ENSMUSG00000035237,Lcat,TRUE,TRUE,4,5,shared
ENSMUSG00000035239,Neu3,TRUE,TRUE,4,5,shared
ENSMUSG00000035242,Oaz1,TRUE,TRUE,4,8,shared
ENSMUSG00000035245,Eogt,TRUE,TRUE,4,5,shared
ENSMUSG00000035246,Pcyt1b,TRUE,TRUE,4,7,shared
ENSMUSG00000035247,Hectd1,TRUE,TRUE,4,8,shared
ENSMUSG00000035248,Tut7,TRUE,TRUE,4,8,shared
ENSMUSG00000035258,Abi3bp,TRUE,TRUE,4,3,shared
ENSMUSG00000035266,Helq,TRUE,TRUE,4,6,shared
ENSMUSG00000035268,Pkig,TRUE,TRUE,4,7,shared
ENSMUSG00000035273,Hpse,TRUE,TRUE,4,1,shared
ENSMUSG00000035275,Raver2,TRUE,TRUE,4,5,shared
ENSMUSG00000035278,Plekhj1,TRUE,TRUE,4,8,shared
ENSMUSG00000035279,Ssc5d,TRUE,TRUE,4,2,shared
ENSMUSG00000035283,Adrb1,TRUE,TRUE,4,4,shared
ENSMUSG00000035284,Vps13c,TRUE,TRUE,4,8,shared
ENSMUSG00000035285,Nat14,TRUE,TRUE,4,7,shared
ENSMUSG00000035293,G2e3,TRUE,TRUE,4,6,shared
ENSMUSG00000035297,Cops4,TRUE,TRUE,4,8,shared
ENSMUSG00000035298,Klhl35,TRUE,TRUE,1,2,shared
ENSMUSG00000035299,Mid1,TRUE,TRUE,4,5,shared
ENSMUSG00000035311,Gnptab,TRUE,TRUE,4,6,shared
ENSMUSG00000035314,Gdpd5,TRUE,TRUE,4,8,shared
ENSMUSG00000035325,Sec31a,TRUE,TRUE,4,8,shared
ENSMUSG00000035329,Fbxo33,TRUE,TRUE,4,5,shared
ENSMUSG00000035342,Lzts2,TRUE,TRUE,4,6,shared
ENSMUSG00000035351,Nup37,TRUE,TRUE,4,5,shared
ENSMUSG00000035352,Ccl12,TRUE,TRUE,4,4,shared
ENSMUSG00000035354,Uvrag,TRUE,TRUE,4,8,shared
ENSMUSG00000035356,Nfkbiz,TRUE,TRUE,4,5,shared
ENSMUSG00000035357,Pdzrn3,TRUE,TRUE,4,6,shared
ENSMUSG00000035367,Rmi1,TRUE,TRUE,4,7,shared
ENSMUSG00000035370,Gm49322,TRUE,TRUE,4,5,shared
ENSMUSG00000035372,1810055G02Rik,TRUE,TRUE,4,5,shared
ENSMUSG00000035373,Ccl7,TRUE,TRUE,4,3,shared
ENSMUSG00000035376,Hacd2,TRUE,TRUE,4,5,shared
ENSMUSG00000035378,Shq1,TRUE,TRUE,4,4,shared
ENSMUSG00000035382,Pcsk7,TRUE,TRUE,4,5,shared
ENSMUSG00000035385,Ccl2,TRUE,TRUE,4,2,shared
ENSMUSG00000035390,Brsk1,TRUE,TRUE,4,8,shared
ENSMUSG00000035392,Dennd1a,TRUE,TRUE,4,6,shared
ENSMUSG00000035397,Klf16,TRUE,TRUE,4,6,shared
ENSMUSG00000035399,Oser1,TRUE,TRUE,4,7,shared
ENSMUSG00000035401,Emsy,TRUE,TRUE,4,7,shared
ENSMUSG00000035407,Kank4,TRUE,TRUE,4,8,shared
ENSMUSG00000035413,Tmem98,TRUE,TRUE,4,8,shared
ENSMUSG00000035431,Sstr1,TRUE,TRUE,4,4,shared
ENSMUSG00000035437,Rabgap1,TRUE,TRUE,4,7,shared
ENSMUSG00000035439,Haus8,TRUE,TRUE,4,6,shared
ENSMUSG00000035441,Myo1d,TRUE,TRUE,4,8,shared
ENSMUSG00000035443,Thyn1,TRUE,TRUE,4,6,shared
ENSMUSG00000035456,Prdm8,TRUE,TRUE,4,6,shared
ENSMUSG00000035458,Tnni3,TRUE,TRUE,4,5,shared
ENSMUSG00000035469,Rcbtb1,TRUE,TRUE,4,8,shared
ENSMUSG00000035473,Galm,TRUE,TRUE,4,6,shared
ENSMUSG00000035476,Tab3,TRUE,TRUE,4,6,shared
ENSMUSG00000035478,Mbd3,TRUE,TRUE,4,8,shared
ENSMUSG00000035486,Plk5,TRUE,TRUE,4,6,shared
ENSMUSG00000035493,Tgfbi,TRUE,TRUE,4,8,shared
ENSMUSG00000035495,Tstd2,TRUE,TRUE,4,5,shared
ENSMUSG00000035504,Reep6,TRUE,TRUE,4,4,shared
ENSMUSG00000035505,Cox18,TRUE,TRUE,4,7,shared
ENSMUSG00000035506,Slc12a8,TRUE,TRUE,4,3,shared
ENSMUSG00000035509,Fbxl21,TRUE,TRUE,4,6,shared
ENSMUSG00000035513,Ntng2,TRUE,TRUE,4,7,shared
ENSMUSG00000035517,Tdrd7,TRUE,TRUE,4,7,shared
ENSMUSG00000035521,Gnptg,TRUE,TRUE,4,7,shared
ENSMUSG00000035529,Prdm4,TRUE,TRUE,4,7,shared
ENSMUSG00000035530,Eif1,TRUE,TRUE,4,8,shared
ENSMUSG00000035545,Leng8,TRUE,TRUE,4,7,shared
ENSMUSG00000035547,Capn5,TRUE,TRUE,4,8,shared
ENSMUSG00000035559,Mpv17l2,TRUE,TRUE,4,7,shared
ENSMUSG00000035560,Wdr20rt,TRUE,TRUE,3,2,shared
ENSMUSG00000035561,Aldh1b1,TRUE,TRUE,4,5,shared
ENSMUSG00000035566,Pcdh17,TRUE,TRUE,4,8,shared
ENSMUSG00000035569,Ankrd11,TRUE,TRUE,4,8,shared
ENSMUSG00000035572,Dcaf10,TRUE,TRUE,4,6,shared
ENSMUSG00000035575,Utp6,TRUE,TRUE,4,7,shared
ENSMUSG00000035576,L3mbtl1,TRUE,TRUE,4,5,shared
ENSMUSG00000035578,Iqcg,TRUE,TRUE,4,5,shared
ENSMUSG00000035580,Kcnh8,TRUE,TRUE,4,1,shared
ENSMUSG00000035585,Tsen34,TRUE,TRUE,4,8,shared
ENSMUSG00000035595,Fam174c,TRUE,TRUE,4,6,shared
ENSMUSG00000035596,Mboat7,TRUE,TRUE,4,8,shared
ENSMUSG00000035597,Prpf39,TRUE,TRUE,4,6,shared
ENSMUSG00000035601,Trmt10b,TRUE,TRUE,4,5,shared
ENSMUSG00000035614,Togaram1,TRUE,TRUE,4,8,shared
ENSMUSG00000035615,Frmpd1,TRUE,TRUE,4,7,shared
ENSMUSG00000035620,Ric8b,TRUE,TRUE,4,7,shared
ENSMUSG00000035621,Midn,TRUE,TRUE,4,8,shared
ENSMUSG00000035623,Rsf1,TRUE,TRUE,4,5,shared
ENSMUSG00000035629,Rubcn,TRUE,TRUE,4,8,shared
ENSMUSG00000035632,Cnot3,TRUE,TRUE,4,6,shared
ENSMUSG00000035637,Grhpr,TRUE,TRUE,4,7,shared
ENSMUSG00000035640,Cbarp,TRUE,TRUE,4,8,shared
ENSMUSG00000035642,Aamdc,TRUE,TRUE,4,6,shared
ENSMUSG00000035649,Zcchc7,TRUE,TRUE,4,5,shared
ENSMUSG00000035653,Lrfn5,TRUE,TRUE,4,7,shared
ENSMUSG00000035666,Gtf3c4,TRUE,TRUE,4,6,shared
ENSMUSG00000035671,Zswim4,TRUE,TRUE,4,8,shared
ENSMUSG00000035673,Sbno2,TRUE,TRUE,4,8,shared
ENSMUSG00000035674,Ndufa3,TRUE,TRUE,4,7,shared
ENSMUSG00000035681,Kcnc2,TRUE,TRUE,4,5,shared
ENSMUSG00000035686,Thrsp,TRUE,TRUE,4,7,shared
ENSMUSG00000035692,Isg15,TRUE,TRUE,4,6,shared
ENSMUSG00000035696,Rnf38,TRUE,TRUE,4,7,shared
ENSMUSG00000035697,Arhgap45,TRUE,TRUE,4,5,shared
ENSMUSG00000035699,Slc51a,TRUE,TRUE,4,1,shared
ENSMUSG00000035704,Alg8,TRUE,TRUE,4,5,shared
ENSMUSG00000035711,Dok3,TRUE,TRUE,4,6,shared
ENSMUSG00000035713,Usp35,TRUE,TRUE,4,8,shared
ENSMUSG00000035722,Abca7,TRUE,TRUE,4,8,shared
ENSMUSG00000035725,Prkx,TRUE,TRUE,4,8,shared
ENSMUSG00000035726,Supt16,TRUE,TRUE,4,8,shared
ENSMUSG00000035735,Dagla,TRUE,TRUE,4,8,shared
ENSMUSG00000035754,Wdr18,TRUE,TRUE,4,8,shared
ENSMUSG00000035757,Selenoo,TRUE,TRUE,4,7,shared
ENSMUSG00000035759,Bbs10,TRUE,TRUE,4,5,shared
ENSMUSG00000035762,Tmem161b,TRUE,TRUE,4,6,shared
ENSMUSG00000035764,Fbxo45,TRUE,TRUE,4,8,shared
ENSMUSG00000035765,Dym,TRUE,TRUE,4,8,shared
ENSMUSG00000035769,Xylb,TRUE,TRUE,4,4,shared
ENSMUSG00000035770,Dync1li2,TRUE,TRUE,4,8,shared
ENSMUSG00000035772,Mrps2,TRUE,TRUE,4,6,shared
ENSMUSG00000035773,Kiss1r,TRUE,TRUE,4,5,shared
ENSMUSG00000035776,Cd99l2,TRUE,TRUE,4,8,shared
ENSMUSG00000035778,Ggta1,TRUE,TRUE,4,7,shared
ENSMUSG00000035781,R3hdm4,TRUE,TRUE,4,8,shared
ENSMUSG00000035783,Acta2,TRUE,TRUE,4,8,shared
ENSMUSG00000035790,Cep19,TRUE,TRUE,4,7,shared
ENSMUSG00000035798,Zdhhc17,TRUE,TRUE,4,7,shared
ENSMUSG00000035799,Twist1,TRUE,TRUE,4,5,shared
ENSMUSG00000035805,Mlc1,TRUE,TRUE,4,8,shared
ENSMUSG00000035824,Tk2,TRUE,TRUE,4,7,shared
ENSMUSG00000035828,Pim3,TRUE,TRUE,4,8,shared
ENSMUSG00000035829,Ppp1r26,TRUE,TRUE,4,5,shared
ENSMUSG00000035831,Krt25,TRUE,TRUE,4,3,shared
ENSMUSG00000035834,Polr3g,TRUE,TRUE,4,6,shared
ENSMUSG00000035835,Plppr3,TRUE,TRUE,4,8,shared
ENSMUSG00000035840,Lysmd3,TRUE,TRUE,4,6,shared
ENSMUSG00000035842,Ddx11,TRUE,TRUE,4,2,shared
ENSMUSG00000035845,Alg12,TRUE,TRUE,4,6,shared
ENSMUSG00000035847,Ids,TRUE,TRUE,4,8,shared
ENSMUSG00000035849,Krt222,TRUE,TRUE,4,6,shared
ENSMUSG00000035851,Ythdc1,TRUE,TRUE,4,7,shared
ENSMUSG00000035852,Misp,TRUE,TRUE,4,1,shared
ENSMUSG00000035863,Palm,TRUE,TRUE,4,8,shared
ENSMUSG00000035864,Syt1,TRUE,TRUE,4,8,shared
ENSMUSG00000035868,Zfp983,TRUE,TRUE,4,6,shared
ENSMUSG00000035873,Pawr,TRUE,TRUE,4,6,shared
ENSMUSG00000035877,Zhx3,TRUE,TRUE,4,7,shared
ENSMUSG00000035878,Hykk,TRUE,TRUE,4,3,shared
ENSMUSG00000035885,Cox8a,TRUE,TRUE,4,8,shared
ENSMUSG00000035890,Rnf126,TRUE,TRUE,4,8,shared
ENSMUSG00000035891,Cerk,TRUE,TRUE,4,8,shared
ENSMUSG00000035898,Uba6,TRUE,TRUE,4,7,shared
ENSMUSG00000035900,Gramd4,TRUE,TRUE,4,7,shared
ENSMUSG00000035901,Dennd5a,TRUE,TRUE,4,8,shared
ENSMUSG00000035910,Dcdc2a,TRUE,TRUE,4,5,shared
ENSMUSG00000035914,Cd276,TRUE,TRUE,4,6,shared
ENSMUSG00000035919,Bbs9,TRUE,TRUE,4,6,shared
ENSMUSG00000035929,H2-Q4,TRUE,TRUE,4,7,shared
ENSMUSG00000035933,Cog5,TRUE,TRUE,4,8,shared
ENSMUSG00000035934,Pknox2,TRUE,TRUE,4,8,shared
ENSMUSG00000035936,Aldh5a1,TRUE,TRUE,4,7,shared
ENSMUSG00000035941,Ibtk,TRUE,TRUE,4,8,shared
ENSMUSG00000035944,Ttc38,TRUE,TRUE,4,5,shared
ENSMUSG00000035949,Fbxw2,TRUE,TRUE,4,7,shared
ENSMUSG00000035953,Pip4p1,TRUE,TRUE,4,8,shared
ENSMUSG00000035954,Dock4,TRUE,TRUE,4,8,shared
ENSMUSG00000035958,Tdp2,TRUE,TRUE,4,6,shared
ENSMUSG00000035960,Apex1,TRUE,TRUE,4,6,shared
ENSMUSG00000035964,Tmem59l,TRUE,TRUE,4,8,shared
ENSMUSG00000035967,Ints6l,TRUE,TRUE,4,6,shared
ENSMUSG00000035969,Rusc2,TRUE,TRUE,4,6,shared
ENSMUSG00000035984,Nme5,TRUE,TRUE,4,6,shared
ENSMUSG00000035992,Fnip1,TRUE,TRUE,4,5,shared
ENSMUSG00000036002,Atosb,TRUE,TRUE,4,7,shared
ENSMUSG00000036006,Ripor2,TRUE,TRUE,4,6,shared
ENSMUSG00000036009,Mettl25,TRUE,TRUE,4,5,shared
ENSMUSG00000036019,Tmtc2,TRUE,TRUE,4,5,shared
ENSMUSG00000036022,Pabir2,TRUE,TRUE,4,5,shared
ENSMUSG00000036023,Parp2,TRUE,TRUE,4,6,shared
ENSMUSG00000036026,Tmem63b,TRUE,TRUE,4,8,shared
ENSMUSG00000036036,Zfp57,TRUE,TRUE,4,5,shared
ENSMUSG00000036040,Adamtsl2,TRUE,TRUE,4,5,shared
ENSMUSG00000036046,5031439G07Rik,TRUE,TRUE,4,8,shared
ENSMUSG00000036052,Dnajb5,TRUE,TRUE,4,7,shared
ENSMUSG00000036053,Fmnl2,TRUE,TRUE,4,8,shared
ENSMUSG00000036054,Sugp2,TRUE,TRUE,4,7,shared
ENSMUSG00000036057,Ptpn23,TRUE,TRUE,4,8,shared
ENSMUSG00000036061,Smug1,TRUE,TRUE,4,6,shared
ENSMUSG00000036062,Phf24,TRUE,TRUE,4,8,shared
ENSMUSG00000036067,Slc2a6,TRUE,TRUE,4,8,shared
ENSMUSG00000036073,Galt,TRUE,TRUE,4,6,shared
ENSMUSG00000036078,Sigmar1,TRUE,TRUE,4,8,shared
ENSMUSG00000036086,Zranb3,TRUE,TRUE,4,4,shared
ENSMUSG00000036087,Slain2,TRUE,TRUE,4,5,shared
ENSMUSG00000036091,Hyal3,TRUE,TRUE,4,4,shared
ENSMUSG00000036093,Arl5a,TRUE,TRUE,4,8,shared
ENSMUSG00000036095,Dgkb,TRUE,TRUE,4,6,shared
ENSMUSG00000036097,Slf2,TRUE,TRUE,4,5,shared
ENSMUSG00000036098,Myrf,TRUE,TRUE,4,6,shared
ENSMUSG00000036099,Vezt,TRUE,TRUE,4,8,shared
ENSMUSG00000036103,Colec12,TRUE,TRUE,4,7,shared
ENSMUSG00000036104,Rab3gap1,TRUE,TRUE,4,6,shared
ENSMUSG00000036106,Prr5,TRUE,TRUE,4,6,shared
ENSMUSG00000036111,Lmo1,TRUE,TRUE,4,6,shared
ENSMUSG00000036112,Metap2,TRUE,TRUE,4,7,shared
ENSMUSG00000036114,Rpp25l,TRUE,TRUE,4,7,shared
ENSMUSG00000036120,Rfxank,TRUE,TRUE,4,6,shared
ENSMUSG00000036123,Slc9a3,TRUE,TRUE,4,2,shared
ENSMUSG00000036131,Frmd7,TRUE,TRUE,4,2,shared
ENSMUSG00000036138,Acaa1a,TRUE,TRUE,4,8,shared
ENSMUSG00000036139,Hoxc9,TRUE,TRUE,4,7,shared
ENSMUSG00000036144,Meox2,TRUE,TRUE,4,1,shared
ENSMUSG00000036151,Tm6sf2,TRUE,TRUE,2,2,shared
ENSMUSG00000036155,Mgat5,TRUE,TRUE,4,7,shared
ENSMUSG00000036158,Prickle1,TRUE,TRUE,4,5,shared
ENSMUSG00000036160,Surf6,TRUE,TRUE,4,5,shared
ENSMUSG00000036167,Pphln1,TRUE,TRUE,4,6,shared
ENSMUSG00000036169,Sostdc1,TRUE,TRUE,4,8,shared
ENSMUSG00000036180,Gatad2a,TRUE,TRUE,4,8,shared
ENSMUSG00000036181,H1f2,TRUE,TRUE,4,8,shared
ENSMUSG00000036185,Sapcd1,TRUE,TRUE,1,4,shared
ENSMUSG00000036186,Dipk1b,TRUE,TRUE,4,7,shared
ENSMUSG00000036188,Ankmy2,TRUE,TRUE,4,6,shared
ENSMUSG00000036196,Slc26a8,TRUE,TRUE,4,5,shared
ENSMUSG00000036197,Gxylt1,TRUE,TRUE,4,5,shared
ENSMUSG00000036198,Arhgap36,TRUE,TRUE,4,6,shared
ENSMUSG00000036199,Ndufa13,TRUE,TRUE,4,8,shared
ENSMUSG00000036202,Rif1,TRUE,TRUE,4,6,shared
ENSMUSG00000036206,Sh3bp4,TRUE,TRUE,4,7,shared
ENSMUSG00000036208,Nepro,TRUE,TRUE,4,4,shared
ENSMUSG00000036214,Polr1has,TRUE,TRUE,4,5,shared
ENSMUSG00000036225,Kctd1,TRUE,TRUE,4,7,shared
ENSMUSG00000036241,Ube2r2,TRUE,TRUE,4,8,shared
ENSMUSG00000036242,Armh4,TRUE,TRUE,4,8,shared
ENSMUSG00000036246,Gmip,TRUE,TRUE,4,6,shared
ENSMUSG00000036249,Rbm43,TRUE,TRUE,4,6,shared
ENSMUSG00000036251,Trpm8,TRUE,TRUE,4,3,shared
ENSMUSG00000036256,Igfbp7,TRUE,TRUE,4,8,shared
ENSMUSG00000036257,Pnpla8,TRUE,TRUE,4,6,shared
ENSMUSG00000036270,Edc4,TRUE,TRUE,4,7,shared
ENSMUSG00000036273,Lrrk2,TRUE,TRUE,4,6,shared
ENSMUSG00000036275,9530068E07Rik,TRUE,TRUE,4,8,shared
ENSMUSG00000036278,Macrod1,TRUE,TRUE,4,6,shared
ENSMUSG00000036281,Snapc4,TRUE,TRUE,4,6,shared
ENSMUSG00000036282,Naa30,TRUE,TRUE,4,8,shared
ENSMUSG00000036285,Noa1,TRUE,TRUE,4,7,shared
ENSMUSG00000036291,Ap5m1,TRUE,TRUE,4,7,shared
ENSMUSG00000036292,Gramd1c,TRUE,TRUE,4,3,shared
ENSMUSG00000036295,Lrrn3,TRUE,TRUE,4,5,shared
ENSMUSG00000036298,Slc2a13,TRUE,TRUE,4,4,shared
ENSMUSG00000036299,BC031181,TRUE,TRUE,4,7,shared
ENSMUSG00000036304,Zdhhc23,TRUE,TRUE,4,3,shared
ENSMUSG00000036305,Rpl39-ps,TRUE,TRUE,3,5,shared
ENSMUSG00000036306,Lzts1,TRUE,TRUE,4,8,shared
ENSMUSG00000036309,Skp1,TRUE,TRUE,4,8,shared
ENSMUSG00000036315,Polr1h,TRUE,TRUE,4,6,shared
ENSMUSG00000036323,Srp72,TRUE,TRUE,4,7,shared
ENSMUSG00000036327,Qsox2,TRUE,TRUE,4,6,shared
ENSMUSG00000036330,Slc18a1,TRUE,TRUE,4,1,shared
ENSMUSG00000036333,Kidins220,TRUE,TRUE,4,8,shared
ENSMUSG00000036339,Tmem260,TRUE,TRUE,4,8,shared
ENSMUSG00000036352,Ubac1,TRUE,TRUE,4,8,shared
ENSMUSG00000036353,P2ry12,TRUE,TRUE,4,5,shared
ENSMUSG00000036356,Csgalnact1,TRUE,TRUE,4,6,shared
ENSMUSG00000036368,Rmdn2,TRUE,TRUE,4,5,shared
ENSMUSG00000036371,Serbp1,TRUE,TRUE,4,8,shared
ENSMUSG00000036372,Tmem258,TRUE,TRUE,4,5,shared
ENSMUSG00000036376,Abt1,TRUE,TRUE,4,5,shared
ENSMUSG00000036377,Cracd,TRUE,TRUE,4,8,shared
ENSMUSG00000036381,P2ry14,TRUE,TRUE,4,4,shared
ENSMUSG00000036390,Gadd45a,TRUE,TRUE,4,8,shared
ENSMUSG00000036391,Sec24a,TRUE,TRUE,4,7,shared
ENSMUSG00000036395,Glb1l2,TRUE,TRUE,4,1,shared
ENSMUSG00000036398,Ppp1r11,TRUE,TRUE,4,8,shared
ENSMUSG00000036402,Gng12,TRUE,TRUE,4,6,shared
ENSMUSG00000036403,Cep135,TRUE,TRUE,4,4,shared
ENSMUSG00000036411,Matcap2,TRUE,TRUE,4,6,shared
ENSMUSG00000036422,Pcdh8,TRUE,TRUE,4,6,shared
ENSMUSG00000036427,Gpi1,TRUE,TRUE,4,8,shared
ENSMUSG00000036430,Tbcc,TRUE,TRUE,4,8,shared
ENSMUSG00000036432,Siah2,TRUE,TRUE,4,6,shared
ENSMUSG00000036435,Exoc1,TRUE,TRUE,4,7,shared
ENSMUSG00000036437,Npy1r,TRUE,TRUE,4,6,shared
ENSMUSG00000036438,Calm2,TRUE,TRUE,4,8,shared
ENSMUSG00000036442,Thap11,TRUE,TRUE,4,7,shared
ENSMUSG00000036446,Lum,TRUE,TRUE,4,6,shared
ENSMUSG00000036450,Hif1an,TRUE,TRUE,4,7,shared
ENSMUSG00000036452,Arhgap26,TRUE,TRUE,4,8,shared
ENSMUSG00000036459,Wtip,TRUE,TRUE,4,6,shared
ENSMUSG00000036461,Elf1,TRUE,TRUE,4,5,shared
ENSMUSG00000036466,Megf11,TRUE,TRUE,4,4,shared
ENSMUSG00000036469,Marchf1,TRUE,TRUE,4,5,shared
ENSMUSG00000036473,Tbc1d24,TRUE,TRUE,4,7,shared
ENSMUSG00000036478,Btg1,TRUE,TRUE,4,8,shared
ENSMUSG00000036492,Rnf39,TRUE,TRUE,4,2,shared
ENSMUSG00000036499,Eea1,TRUE,TRUE,4,7,shared
ENSMUSG00000036501,Fam13b,TRUE,TRUE,4,8,shared
ENSMUSG00000036502,Tmem255a,TRUE,TRUE,4,8,shared
ENSMUSG00000036503,Rnf13,TRUE,TRUE,4,8,shared
ENSMUSG00000036504,Phpt1,TRUE,TRUE,4,5,shared
ENSMUSG00000036510,Cdh8,TRUE,TRUE,4,5,shared
ENSMUSG00000036513,Commd2,TRUE,TRUE,4,5,shared
ENSMUSG00000036523,Greb1,TRUE,TRUE,4,3,shared
ENSMUSG00000036526,Card11,TRUE,TRUE,4,2,shared
ENSMUSG00000036528,Ppfibp2,TRUE,TRUE,4,5,shared
ENSMUSG00000036529,Sbf1,TRUE,TRUE,4,8,shared
ENSMUSG00000036533,Cdc42ep3,TRUE,TRUE,4,5,shared
ENSMUSG00000036534,Slc38a7,TRUE,TRUE,4,6,shared
ENSMUSG00000036537,Rnf113a1,TRUE,TRUE,4,6,shared
ENSMUSG00000036545,Adamts2,TRUE,TRUE,4,7,shared
ENSMUSG00000036550,Cnot1,TRUE,TRUE,4,8,shared
ENSMUSG00000036552,Ermard,TRUE,TRUE,4,5,shared
ENSMUSG00000036555,Iqce,TRUE,TRUE,4,6,shared
ENSMUSG00000036560,Lgi4,TRUE,TRUE,4,7,shared
ENSMUSG00000036561,Ppp6r2,TRUE,TRUE,4,8,shared
ENSMUSG00000036564,Ndrg4,TRUE,TRUE,4,8,shared
ENSMUSG00000036565,Ttyh3,TRUE,TRUE,4,8,shared
ENSMUSG00000036568,Bicral,TRUE,TRUE,4,7,shared
ENSMUSG00000036570,Fxyd1,TRUE,TRUE,4,7,shared
ENSMUSG00000036572,Upf3b,TRUE,TRUE,4,6,shared
ENSMUSG00000036578,Fxyd7,TRUE,TRUE,4,8,shared
ENSMUSG00000036580,Spart,TRUE,TRUE,4,8,shared
ENSMUSG00000036585,Fgf1,TRUE,TRUE,4,8,shared
ENSMUSG00000036591,Arhgap21,TRUE,TRUE,4,5,shared
ENSMUSG00000036594,H2-Aa,TRUE,TRUE,4,8,shared
ENSMUSG00000036599,Chst12,TRUE,TRUE,4,8,shared
ENSMUSG00000036606,Plxnb2,TRUE,TRUE,4,7,shared
ENSMUSG00000036611,Eepd1,TRUE,TRUE,4,7,shared
ENSMUSG00000036613,Eipr1,TRUE,TRUE,4,6,shared
ENSMUSG00000036615,Rfxap,TRUE,TRUE,4,7,shared
ENSMUSG00000036617,Etl4,TRUE,TRUE,4,7,shared
ENSMUSG00000036620,Mgat4b,TRUE,TRUE,4,8,shared
ENSMUSG00000036622,Atp13a2,TRUE,TRUE,4,8,shared
ENSMUSG00000036632,Alg5,TRUE,TRUE,4,8,shared
ENSMUSG00000036634,Mag,TRUE,TRUE,4,8,shared
ENSMUSG00000036636,Clcn7,TRUE,TRUE,4,7,shared
ENSMUSG00000036639,Nudt1,TRUE,TRUE,4,6,shared
ENSMUSG00000036641,Ccdc148,TRUE,TRUE,4,5,shared
ENSMUSG00000036644,Tbc1d9b,TRUE,TRUE,4,8,shared
ENSMUSG00000036646,Man1b1,TRUE,TRUE,4,8,shared
ENSMUSG00000036658,Or2b6,TRUE,TRUE,1,5,shared
ENSMUSG00000036661,Dennd3,TRUE,TRUE,4,5,shared
ENSMUSG00000036667,Tcaf1,TRUE,TRUE,4,8,shared
ENSMUSG00000036672,Cenpt,TRUE,TRUE,4,7,shared
ENSMUSG00000036676,Tmtc3,TRUE,TRUE,4,5,shared
ENSMUSG00000036678,Aaas,TRUE,TRUE,4,6,shared
ENSMUSG00000036686,Cc2d1a,TRUE,TRUE,4,7,shared
ENSMUSG00000036693,Nop14,TRUE,TRUE,4,7,shared
ENSMUSG00000036698,Ago2,TRUE,TRUE,4,7,shared
ENSMUSG00000036699,Zcchc12,TRUE,TRUE,4,6,shared
ENSMUSG00000036707,Cab39,TRUE,TRUE,4,8,shared
ENSMUSG00000036712,Cyld,TRUE,TRUE,4,5,shared
ENSMUSG00000036718,Micall2,TRUE,TRUE,4,6,shared
ENSMUSG00000036721,Zscan12,TRUE,TRUE,4,4,shared
ENSMUSG00000036733,Rbm42,TRUE,TRUE,4,8,shared
ENSMUSG00000036737,Oxsr1,TRUE,TRUE,4,5,shared
ENSMUSG00000036745,Ttll7,TRUE,TRUE,4,8,shared
ENSMUSG00000036748,Cuedc2,TRUE,TRUE,4,8,shared
ENSMUSG00000036749,Pramel5,TRUE,TRUE,2,2,shared
ENSMUSG00000036751,Cox6b1,TRUE,TRUE,4,8,shared
ENSMUSG00000036752,Tubb4b,TRUE,TRUE,4,8,shared
ENSMUSG00000036764,Dnajc12,TRUE,TRUE,4,7,shared
ENSMUSG00000036766,Dner,TRUE,TRUE,4,8,shared
ENSMUSG00000036768,Kif15,TRUE,TRUE,2,3,shared
ENSMUSG00000036769,Wdr44,TRUE,TRUE,4,7,shared
ENSMUSG00000036775,Decr2,TRUE,TRUE,4,6,shared
ENSMUSG00000036777,Anln,TRUE,TRUE,4,7,shared
ENSMUSG00000036779,Tent4b,TRUE,TRUE,4,6,shared
ENSMUSG00000036781,Rps27l,TRUE,TRUE,4,6,shared
ENSMUSG00000036782,Klhl13,TRUE,TRUE,4,7,shared
ENSMUSG00000036790,Slitrk2,TRUE,TRUE,4,8,shared
ENSMUSG00000036792,Mbd5,TRUE,TRUE,4,8,shared
ENSMUSG00000036810,Cnep1r1,TRUE,TRUE,4,7,shared
ENSMUSG00000036814,Slc6a20a,TRUE,TRUE,4,5,shared
ENSMUSG00000036815,Dpp10,TRUE,TRUE,4,8,shared
ENSMUSG00000036817,Sun1,TRUE,TRUE,4,8,shared
ENSMUSG00000036819,Jmjd4,TRUE,TRUE,4,5,shared
ENSMUSG00000036820,Amdhd2,TRUE,TRUE,4,7,shared
ENSMUSG00000036822,Topors,TRUE,TRUE,4,5,shared
ENSMUSG00000036825,Ssx2ip,TRUE,TRUE,4,7,shared
ENSMUSG00000036826,Igflr1,TRUE,TRUE,4,1,shared
ENSMUSG00000036832,Lpar3,TRUE,TRUE,4,3,shared
ENSMUSG00000036833,Pnpla7,TRUE,TRUE,4,5,shared
ENSMUSG00000036834,Plch1,TRUE,TRUE,4,4,shared
ENSMUSG00000036835,Psenen,TRUE,TRUE,4,7,shared
ENSMUSG00000036840,Siah1a,TRUE,TRUE,4,8,shared
